date,shown,clicked,converted,total_spend,ad
10/24/15,38479,3266,23,6172.74,ad_group_32
10/25/15,40105,3773,29,7810.11,ad_group_32
10/26/15,38307,3455,28,6875.45,ad_group_32
10/27/15,36938,3313,21,6559.74,ad_group_32
10/28/15,38648,3659,26,7647.31,ad_group_32
10/29/15,40630,4354,33,10101.28,ad_group_32
10/30/15,39620,3533,30,6995.34,ad_group_32
10/31/15,39937,3510,33,6879.6,ad_group_32
11/1/15,40880,3599,26,6982.06,ad_group_32
11/2/15,38510,3490,26,6945.1,ad_group_32
11/3/15,40200,4005,24,8610.75,ad_group_32
11/4/15,38524,3904,25,8549.76,ad_group_32
11/5/15,39027,3775,25,7814.25,ad_group_32
11/6/15,39146,2926,25,4974.2,ad_group_32
11/7/15,37620,3100,32,5704,ad_group_32
11/8/15,38540,3119,29,5645.39,ad_group_32
11/9/15,39435,4023,26,8850.6,ad_group_32
11/10/15,40603,3354,27,6137.82,ad_group_32
11/11/15,37981,3905,25,8786.25,ad_group_32
11/12/15,40512,3258,32,5799.24,ad_group_32
11/13/15,38592,3357,28,6445.44,ad_group_32
11/14/15,38158,3780,27,8164.8,ad_group_32
11/15/15,38244,3382,26,6493.44,ad_group_32
11/16/15,39943,3523,30,6799.39,ad_group_32
11/17/15,41696,4159,26,8983.44,ad_group_32
11/18/15,39727,3117,31,5361.24,ad_group_32
11/19/15,39373,3760,26,7783.2,ad_group_32
11/20/15,39292,3649,30,7407.47,ad_group_32
11/21/15,40577,3665,32,7293.35,ad_group_32
11/22/15,38336,3503,31,6900.91,ad_group_32
10/1/15,14320,657,26,604.44,ad_group_33
10/2/15,15727,768,26,752.64,ad_group_33
10/3/15,14657,746,28,760.92,ad_group_33
10/4/15,14817,688,23,639.84,ad_group_33
10/5/15,15756,807,24,831.21,ad_group_33
10/6/15,15779,854,24,930.86,ad_group_33
10/7/15,14702,738,17,745.38,ad_group_33
10/8/15,17038,693,28,568.26,ad_group_33
10/9/15,15969,825,25,858,ad_group_33
10/10/15,16688,857,30,882.71,ad_group_33
10/11/15,16303,744,27,684.48,ad_group_33
10/12/15,16084,604,32,459.04,ad_group_33
10/13/15,16630,696,30,584.64,ad_group_33
10/14/15,15986,786,24,778.14,ad_group_33
10/15/15,15529,675,27,594,ad_group_33
10/16/15,16603,635,28,488.95,ad_group_33
10/17/15,16424,845,30,878.8,ad_group_33
10/18/15,16575,824,24,824,ad_group_33
10/19/15,16780,841,25,849.41,ad_group_33
10/20/15,14959,681,23,626.52,ad_group_33
10/21/15,16200,661,29,542.02,ad_group_33
10/22/15,15147,745,25,737.55,ad_group_33
10/23/15,16070,783,23,767.34,ad_group_33
10/24/15,15389,596,21,464.88,ad_group_33
10/25/15,15238,684,23,615.6,ad_group_33
10/26/15,16253,765,30,726.75,ad_group_33
10/27/15,15684,624,26,499.2,ad_group_33
10/28/15,16185,661,30,542.02,ad_group_33
10/29/15,16017,804,29,812.04,ad_group_33
10/30/15,15368,795,26,826.8,ad_group_33
10/31/15,16506,641,28,499.98,ad_group_33
11/1/15,15171,589,26,459.42,ad_group_33
11/2/15,16431,831,29,847.62,ad_group_33
11/3/15,16792,842,30,850.42,ad_group_33
11/4/15,16519,792,21,768.24,ad_group_33
11/5/15,15094,628,27,527.52,ad_group_33
11/6/15,16963,826,26,809.48,ad_group_33
11/7/15,16133,623,26,485.94,ad_group_33
11/8/15,16812,833,24,833,ad_group_33
11/9/15,16620,887,32,949.09,ad_group_33
11/10/15,15753,610,25,475.8,ad_group_33
11/11/15,14619,626,24,538.36,ad_group_33
11/12/15,15869,758,27,727.68,ad_group_33
11/13/15,15839,823,23,864.15,ad_group_33
11/14/15,16310,673,26,558.59,ad_group_33
11/15/15,16246,746,25,686.32,ad_group_33
11/16/15,16837,1070,25,1369.6,ad_group_33
11/17/15,15693,660,25,561,ad_group_33
11/18/15,16292,672,23,557.76,ad_group_33
11/19/15,16221,694,24,596.84,ad_group_33
11/20/15,15745,681,23,592.47,ad_group_33
11/21/15,15260,696,26,640.32,ad_group_33
11/22/15,16430,684,25,574.56,ad_group_33
10/1/15,30296,2482,232,4194.58,ad_group_34
10/2/15,31332,3258,257,6939.54,ad_group_34
10/3/15,32701,2569,245,4187.47,ad_group_34
10/4/15,35084,3088,299,5589.28,ad_group_34
10/5/15,34614,2960,244,5180,ad_group_34
10/6/15,37229,3473,242,6633.43,ad_group_34
10/7/15,37775,3193,268,5555.82,ad_group_34
10/8/15,35783,2200,252,2794,ad_group_34
10/9/15,33476,2902,224,5165.56,ad_group_34
10/10/15,33865,2441,232,3612.68,ad_group_34
10/11/15,32164,2488,232,3980.8,ad_group_34
10/12/15,33946,2988,261,5438.16,ad_group_34
10/13/15,35945,3292,268,6188.96,ad_group_34
10/14/15,33749,2707,221,4466.55,ad_group_34
10/15/15,35284,3260,257,6194,ad_group_34
10/16/15,35184,2798,271,4588.72,ad_group_34
10/17/15,35244,2636,276,4059.44,ad_group_34
10/18/15,33731,2993,272,5447.26,ad_group_34
10/19/15,34061,2320,286,3248,ad_group_34
10/20/15,35408,3556,268,7325.36,ad_group_34
10/21/15,35712,2740,261,4329.2,ad_group_34
10/22/15,35041,2822,253,4684.52,ad_group_34
10/23/15,34620,2843,218,4804.67,ad_group_34
10/24/15,34928,3163,246,5883.18,ad_group_34
10/25/15,35049,2698,259,4262.84,ad_group_34
10/26/15,34530,3239,226,6218.88,ad_group_34
10/27/15,36539,3206,277,5770.8,ad_group_34
10/28/15,36717,2976,276,4940.16,ad_group_34
10/29/15,36711,2825,271,4520,ad_group_34
10/30/15,37511,3102,254,5273.4,ad_group_34
10/31/15,36064,3278,288,6162.64,ad_group_34
11/1/15,37174,2907,258,4680.27,ad_group_34
11/2/15,35625,2944,253,5004.8,ad_group_34
11/3/15,34905,3494,258,7162.7,ad_group_34
11/4/15,34967,2889,235,4911.3,ad_group_34
11/5/15,34151,3198,266,6140.16,ad_group_34
11/6/15,36004,3311,221,6257.79,ad_group_34
11/7/15,34242,3152,259,5988.8,ad_group_34
11/8/15,37736,3152,289,5421.44,ad_group_34
11/9/15,34827,2711,289,4364.71,ad_group_34
11/10/15,35644,2955,234,5023.5,ad_group_34
11/11/15,35163,3106,302,5621.86,ad_group_34
11/12/15,36907,3194,282,5653.38,ad_group_34
11/13/15,35322,3050,252,5398.5,ad_group_34
11/14/15,38900,2782,272,4089.54,ad_group_34
11/15/15,37804,3064,284,5147.52,ad_group_34
11/16/15,38160,3485,298,6551.8,ad_group_34
11/17/15,35288,2938,274,5053.36,ad_group_34
11/18/15,36339,3371,248,6438.61,ad_group_34
11/19/15,36280,2812,320,4499.2,ad_group_34
11/20/15,34609,2708,226,4359.88,ad_group_34
11/21/15,36820,2729,265,4175.37,ad_group_34
11/22/15,37536,3448,276,6482.24,ad_group_34
10/1/15,63601,1020,1,397.8,ad_group_35
10/2/15,59931,846,2,296.1,ad_group_35
10/3/15,58528,781,1,257.73,ad_group_35
10/4/15,59674,920,1,358.8,ad_group_35
10/5/15,59311,878,1,333.64,ad_group_35
10/6/15,59835,803,2,273.02,ad_group_35
10/7/15,61638,884,2,318.24,ad_group_35
10/8/15,62909,921,2,331.56,ad_group_35
10/9/15,58437,976,2,380.64,ad_group_35
10/10/15,59795,814,2,276.76,ad_group_35
10/11/15,59090,926,2,351.88,ad_group_35
10/12/15,62199,805,2,257.6,ad_group_35
10/13/15,60102,1079,2,463.97,ad_group_35
10/14/15,57357,922,1,368.8,ad_group_35
10/15/15,61420,900,2,324,ad_group_35
10/16/15,62640,1014,2,395.46,ad_group_35
10/17/15,55010,687,2,219.84,ad_group_35
10/18/15,64706,921,2,322.35,ad_group_35
10/19/15,57689,788,1,267.92,ad_group_35
10/20/15,63039,880,2,308,ad_group_35
10/21/15,59734,1011,2,404.4,ad_group_35
10/22/15,58113,694,2,208.2,ad_group_35
10/23/15,61645,702,2,210.6,ad_group_35
10/24/15,58787,786,1,267.24,ad_group_35
10/25/15,62923,922,1,350.36,ad_group_35
10/26/15,57421,812,1,284.2,ad_group_35
10/27/15,63679,1012,2,394.68,ad_group_35
10/28/15,56549,769,2,269.15,ad_group_35
10/29/15,59141,882,1,317.52,ad_group_35
10/30/15,58383,800,1,272,ad_group_35
10/31/15,60570,755,2,241.6,ad_group_35
11/1/15,63091,823,2,263.36,ad_group_35
11/2/15,59404,811,2,267.63,ad_group_35
11/3/15,58392,984,2,383.76,ad_group_35
11/4/15,60929,848,2,296.8,ad_group_35
11/5/15,62902,825,2,280.5,ad_group_35
11/6/15,60141,855,2,299.25,ad_group_35
11/7/15,63694,778,2,248.96,ad_group_35
11/8/15,57895,860,2,309.6,ad_group_35
11/9/15,59645,957,2,373.23,ad_group_35
11/10/15,60487,984,1,383.76,ad_group_35
11/11/15,59620,625,1,181.25,ad_group_35
11/12/15,64896,860,2,292.4,ad_group_35
11/13/15,59621,849,1,297.15,ad_group_35
11/14/15,61781,877,2,306.95,ad_group_35
11/15/15,60001,818,2,278.12,ad_group_35
11/16/15,64149,1208,2,543.6,ad_group_35
11/17/15,53628,748,2,269.28,ad_group_35
11/18/15,61738,863,2,302.05,ad_group_35
11/19/15,59720,932,2,344.84,ad_group_35
11/20/15,60063,693,2,207.9,ad_group_35
11/21/15,61625,724,2,224.44,ad_group_35
11/22/15,58802,777,2,264.18,ad_group_35
10/1/15,54745,409,17,327.2,ad_group_36
10/2/15,59080,591,25,466.89,ad_group_36
10/3/15,56011,320,18,217.6,ad_group_36
10/4/15,59505,529,24,433.78,ad_group_36
10/5/15,61201,486,23,383.94,ad_group_36
10/6/15,57387,446,20,365.72,ad_group_36
10/7/15,57339,484,22,411.4,ad_group_36
10/8/15,64050,491,21,324.06,ad_group_36
10/9/15,66181,570,22,456,ad_group_36
10/10/15,64553,476,26,323.68,ad_group_36
10/11/15,65934,485,27,373.45,ad_group_36
10/12/15,67785,689,22,571.87,ad_group_36
10/13/15,65273,493,24,330.31,ad_group_36
10/14/15,65252,565,27,401.15,ad_group_36
10/15/15,66720,546,27,414.96,ad_group_36
10/16/15,69863,607,29,394.55,ad_group_36
10/17/15,66782,634,28,532.56,ad_group_36
10/18/15,68301,624,28,542.88,ad_group_36
10/19/15,69072,542,23,433.6,ad_group_36
10/20/15,68280,605,28,387.2,ad_group_36
10/21/15,68694,549,26,433.71,ad_group_36
10/22/15,67973,541,21,351.65,ad_group_36
10/23/15,69831,560,27,431.2,ad_group_36
10/24/15,69882,554,26,409.96,ad_group_36
10/25/15,62567,498,26,403.38,ad_group_36
10/26/15,72679,606,26,502.98,ad_group_36
10/27/15,68910,603,26,440.19,ad_group_36
10/28/15,67346,564,23,439.92,ad_group_36
10/29/15,67578,567,25,453.6,ad_group_36
10/30/15,69110,527,27,416.33,ad_group_36
10/31/15,68739,582,32,413.22,ad_group_36
11/1/15,65731,593,28,480.33,ad_group_36
11/2/15,72368,603,27,416.07,ad_group_36
11/3/15,68519,601,24,486.81,ad_group_36
11/4/15,68881,509,26,371.57,ad_group_36
11/5/15,67998,598,21,424.58,ad_group_36
11/6/15,67883,628,25,496.12,ad_group_36
11/7/15,71005,563,32,394.1,ad_group_36
11/8/15,71452,486,26,364.5,ad_group_36
11/9/15,68244,734,27,513.8,ad_group_36
11/10/15,70134,572,31,388.96,ad_group_36
11/11/15,65139,535,27,428,ad_group_36
11/12/15,67326,578,26,416.16,ad_group_36
11/13/15,69393,550,26,440,ad_group_36
11/14/15,71294,640,29,524.8,ad_group_36
11/15/15,73416,582,30,419.04,ad_group_36
11/16/15,68478,633,25,487.41,ad_group_36
11/17/15,71335,553,26,353.92,ad_group_36
11/18/15,65058,465,21,348.75,ad_group_36
11/19/15,72150,534,27,384.48,ad_group_36
11/20/15,68167,532,27,383.04,ad_group_36
11/21/15,71260,617,31,407.22,ad_group_36
11/22/15,70553,565,26,367.25,ad_group_36
10/1/15,64526,4803,257,8645.4,ad_group_37
10/2/15,68744,5814,331,11221.02,ad_group_37
10/3/15,66879,5624,249,11304.24,ad_group_37
10/4/15,71882,4894,344,7977.22,ad_group_37
10/5/15,69156,5924,335,11788.76,ad_group_37
10/6/15,70573,5091,295,8603.79,ad_group_37
10/7/15,71486,5555,274,10443.4,ad_group_37
10/8/15,72862,5657,329,10691.73,ad_group_37
10/9/15,69137,4886,295,8208.48,ad_group_37
10/10/15,70872,5801,277,11137.92,ad_group_37
10/11/15,73707,6056,318,11688.08,ad_group_37
10/12/15,68855,5642,298,10945.48,ad_group_37
10/13/15,72358,6684,288,14103.24,ad_group_37
10/14/15,75078,5724,351,10589.4,ad_group_37
10/15/15,73083,5718,287,10864.2,ad_group_37
10/16/15,68899,4923,332,8467.56,ad_group_37
10/17/15,69092,5689,243,10922.88,ad_group_37
10/18/15,73733,6027,292,11571.84,ad_group_37
10/19/15,74304,6080,371,11612.8,ad_group_37
10/20/15,76692,6513,334,12960.87,ad_group_37
10/21/15,76107,5539,361,9748.64,ad_group_37
10/22/15,79483,6816,379,13632,ad_group_37
10/23/15,77339,6041,334,11115.44,ad_group_37
10/24/15,76102,5868,302,10503.72,ad_group_37
10/25/15,76346,6234,303,11844.6,ad_group_37
10/26/15,72719,4288,319,6046.08,ad_group_37
10/27/15,75101,6016,302,11189.76,ad_group_37
10/28/15,73597,5712,353,10795.68,ad_group_37
10/29/15,73481,5202,318,8895.42,ad_group_37
10/30/15,72531,5314,318,9140.08,ad_group_37
10/31/15,73635,6367,270,12925.01,ad_group_37
11/1/15,70904,6569,272,13926.28,ad_group_37
11/2/15,73481,5558,284,10226.72,ad_group_37
11/3/15,73645,6050,300,11737,ad_group_37
11/4/15,74771,6361,318,12658.39,ad_group_37
11/5/15,76168,7242,288,15787.56,ad_group_37
11/6/15,73271,5005,343,8058.05,ad_group_37
11/7/15,70562,5776,295,11089.92,ad_group_37
11/8/15,73197,6478,343,13474.24,ad_group_37
11/9/15,74510,6348,260,12505.56,ad_group_37
11/10/15,73847,5272,333,8856.96,ad_group_37
11/11/15,70479,6315,327,13008.9,ad_group_37
11/12/15,69460,5542,310,10474.38,ad_group_37
11/13/15,72323,6129,322,12196.71,ad_group_37
11/14/15,71376,6351,320,13083.06,ad_group_37
11/15/15,68617,6552,327,14414.4,ad_group_37
11/16/15,74848,4927,291,7587.58,ad_group_37
11/17/15,71313,5734,321,11123.96,ad_group_37
11/18/15,71617,6668,324,14336.2,ad_group_37
11/19/15,71088,6219,294,12562.38,ad_group_37
11/20/15,74720,6184,341,11935.12,ad_group_37
11/21/15,77180,6104,348,11231.36,ad_group_37
11/22/15,75605,6969,336,15053.04,ad_group_37
10/1/15,171855,10977,78,15587.34,ad_group_38
10/2/15,158942,10794,73,15975.12,ad_group_38
10/3/15,174593,10339,84,13544.09,ad_group_38
10/4/15,163974,10892,82,15793.4,ad_group_38
10/5/15,171412,10580,80,14494.6,ad_group_38
10/6/15,169761,8780,74,10272.6,ad_group_38
10/7/15,185302,12662,66,19246.24,ad_group_38
10/8/15,171079,11290,73,16596.3,ad_group_38
10/9/15,171025,11222,73,16608.56,ad_group_38
10/10/15,176514,10171,79,13425.72,ad_group_38
10/11/15,177515,10890,70,14810.4,ad_group_38
10/12/15,177820,11201,81,15569.39,ad_group_38
10/13/15,176582,9316,77,11272.36,ad_group_38
10/14/15,173963,9889,58,12756.81,ad_group_38
10/15/15,173840,12924,83,21195.36,ad_group_38
10/16/15,186948,13391,84,21425.6,ad_group_38
10/17/15,180587,12213,68,18441.63,ad_group_38
10/18/15,187300,10536,79,13064.64,ad_group_38
10/19/15,176444,12696,94,20186.64,ad_group_38
10/20/15,173935,11164,80,16187.8,ad_group_38
10/21/15,174891,11029,83,15550.89,ad_group_38
10/22/15,177070,12363,90,18915.39,ad_group_38
10/23/15,176550,10737,69,14817.06,ad_group_38
10/24/15,169106,9926,65,13300.84,ad_group_38
10/25/15,182002,11140,89,15373.2,ad_group_38
10/26/15,183735,12699,75,19175.49,ad_group_38
10/27/15,174992,11193,74,15782.13,ad_group_38
10/28/15,165846,10404,75,14669.64,ad_group_38
10/29/15,162887,9649,84,12833.17,ad_group_38
10/30/15,166964,9688,83,12594.4,ad_group_38
10/31/15,165280,10629,88,15199.47,ad_group_38
11/1/15,179522,11545,81,16509.35,ad_group_38
11/2/15,174103,10464,77,14231.04,ad_group_38
11/3/15,173219,11902,77,18091.04,ad_group_38
11/4/15,172441,10272,78,13456.32,ad_group_38
11/5/15,161785,10672,70,15474.4,ad_group_38
11/6/15,180309,9197,91,10576.55,ad_group_38
11/7/15,180707,11906,75,17263.7,ad_group_38
11/8/15,176303,11428,69,16684.88,ad_group_38
11/9/15,174273,9844,89,12403.44,ad_group_38
11/10/15,174256,9107,85,10655.19,ad_group_38
11/11/15,180971,10458,73,13490.82,ad_group_38
11/12/15,181922,10138,75,12773.88,ad_group_38
11/13/15,184036,10895,83,14381.4,ad_group_38
11/14/15,173271,11062,65,15486.8,ad_group_38
11/15/15,170972,12453,79,20173.86,ad_group_38
11/16/15,173170,9754,80,12485.12,ad_group_38
11/17/15,181101,12726,92,19470.78,ad_group_38
11/18/15,177337,11281,65,15793.4,ad_group_38
11/19/15,176147,11071,88,15499.4,ad_group_38
11/20/15,174599,11219,86,16267.55,ad_group_38
11/21/15,181753,11129,74,15246.73,ad_group_38
11/22/15,173351,10383,80,13913.22,ad_group_38
10/1/15,21868,896,1,1603.84,ad_group_39
10/2/15,23487,957,1,1617.33,ad_group_39
10/3/15,21925,754,1,1040.52,ad_group_39
10/4/15,21892,986,1,1636.76,ad_group_39
10/5/15,23877,812,1,1266.72,ad_group_39
10/6/15,23248,889,1,1226.82,ad_group_39
10/7/15,23251,859,1,1219.78,ad_group_39
10/8/15,23655,1054,1,1781.26,ad_group_39
10/9/15,25398,1037,2,1731.79,ad_group_39
10/10/15,24007,882,1,1349.46,ad_group_39
10/11/15,24845,1165,1,2155.25,ad_group_39
10/12/15,26121,754,2,942.5,ad_group_39
10/13/15,26085,1127,2,1972.25,ad_group_39
10/14/15,27764,1369,2,2382.06,ad_group_39
10/15/15,26028,1067,2,1685.86,ad_group_39
10/16/15,26508,856,1,1181.28,ad_group_39
10/17/15,25588,1025,1,1599,ad_group_39
10/18/15,24643,992,2,1517.76,ad_group_39
10/19/15,25936,1021,1,1592.76,ad_group_39
10/20/15,25618,959,2,1419.32,ad_group_39
10/21/15,26859,960,2,1440,ad_group_39
10/22/15,25983,1138,1,1957.36,ad_group_39
10/23/15,26134,1007,1,1601.13,ad_group_39
10/24/15,25174,794,1,1103.66,ad_group_39
10/25/15,24000,909,1,1436.22,ad_group_39
10/26/15,25987,786,2,1186.86,ad_group_39
10/27/15,24797,846,1,1277.46,ad_group_39
10/28/15,26153,1110,2,1909.2,ad_group_39
10/29/15,25116,984,2,1564.56,ad_group_39
10/30/15,25753,1201,1,2113.76,ad_group_39
10/31/15,24357,901,1,1387.54,ad_group_39
11/1/15,24070,978,1,1525.68,ad_group_39
11/2/15,25605,1114,1,1860.38,ad_group_39
11/3/15,27313,1156,2,1780.24,ad_group_39
11/4/15,26187,1028,1,1562.56,ad_group_39
11/5/15,25296,1242,1,2185.92,ad_group_39
11/6/15,25683,892,1,1320.16,ad_group_39
11/7/15,25857,891,1,1372.14,ad_group_39
11/8/15,26848,1090,1,1874.8,ad_group_39
11/9/15,25235,1017,1,1800.09,ad_group_39
11/10/15,25879,926,1,1398.26,ad_group_39
11/11/15,26485,1084,1,1777.76,ad_group_39
11/12/15,25473,1069,1,1817.3,ad_group_39
11/13/15,25475,1087,1,1880.51,ad_group_39
11/14/15,24097,961,1,1604.87,ad_group_39
11/15/15,26676,1076,1,1732.36,ad_group_39
11/16/15,26552,1289,2,2358.87,ad_group_39
11/17/15,26804,1104,1,1788.48,ad_group_39
11/18/15,26630,935,2,1365.1,ad_group_39
11/19/15,25364,1011,1,1627.71,ad_group_39
11/20/15,25388,842,1,1288.26,ad_group_39
11/21/15,25534,1035,1,1552.5,ad_group_39
11/22/15,24202,1122,1,1873.74,ad_group_39
10/1/15,67611,1094,34,1028.36,ad_group_40
10/2/15,71018,1060,30,964.6,ad_group_40
10/3/15,75323,1171,33,1217.84,ad_group_40
10/4/15,74099,1077,30,1033.92,ad_group_40
10/5/15,74188,1164,34,1152.36,ad_group_40
10/6/15,72287,1245,33,1083.15,ad_group_40
10/7/15,74536,1218,35,1181.46,ad_group_40
10/8/15,75332,1116,35,1015.56,ad_group_40
10/9/15,74610,1484,32,1498.84,ad_group_40
10/10/15,76254,1205,33,1168.85,ad_group_40
10/11/15,78582,1232,36,1133.44,ad_group_40
10/12/15,81249,1438,33,1696.84,ad_group_40
10/13/15,80239,977,35,869.53,ad_group_40
10/14/15,75823,1370,40,1287.8,ad_group_40
10/15/15,76738,1182,36,1122.9,ad_group_40
10/16/15,81843,1249,41,1199.04,ad_group_40
10/17/15,76464,1272,37,1272,ad_group_40
10/18/15,78954,1212,39,1127.16,ad_group_40
10/19/15,79883,1343,34,1195.27,ad_group_40
10/20/15,81383,1392,34,1280.64,ad_group_40
10/21/15,78776,1303,32,1355.12,ad_group_40
10/22/15,77436,1201,34,1164.97,ad_group_40
10/23/15,79366,1122,34,1122,ad_group_40
10/24/15,74743,1311,38,1363.44,ad_group_40
10/25/15,71129,1317,30,1527.72,ad_group_40
10/26/15,77591,1265,37,1214.4,ad_group_40
10/27/15,78166,1107,37,1029.51,ad_group_40
10/28/15,80270,1151,41,1104.96,ad_group_40
10/29/15,75934,852,31,749.76,ad_group_40
10/30/15,81931,1401,37,1246.89,ad_group_40
10/31/15,77791,1283,36,1347.15,ad_group_40
11/1/15,75657,1117,35,1105.83,ad_group_40
11/2/15,79224,1155,35,1108.8,ad_group_40
11/3/15,81000,1276,30,1314.28,ad_group_40
11/4/15,75922,1523,33,1629.61,ad_group_40
11/5/15,78165,1499,28,1424.05,ad_group_40
11/6/15,78742,1423,37,1494.15,ad_group_40
11/7/15,78026,1608,38,1977.84,ad_group_40
11/8/15,74639,1446,35,1561.68,ad_group_40
11/9/15,78442,1483,35,1646.13,ad_group_40
11/10/15,81670,1423,35,1351.85,ad_group_40
11/11/15,82808,1380,37,1352.4,ad_group_40
11/12/15,79615,1250,38,1225,ad_group_40
11/13/15,81387,1551,34,1752.63,ad_group_40
11/14/15,80037,1330,34,1409.8,ad_group_40
11/15/15,77695,1418,32,1517.26,ad_group_40
11/16/15,76121,1216,37,1143.04,ad_group_40
11/17/15,79471,1271,36,1207.45,ad_group_40
11/18/15,78111,1326,37,1339.26,ad_group_40
11/19/15,79857,1413,34,1413,ad_group_40
11/20/15,75695,1332,35,1451.88,ad_group_40
11/21/15,73761,1336,36,1482.96,ad_group_40
11/22/15,77907,1391,34,1377.09,ad_group_40
